Tipo;Plan estabilidad lechero?;Fecha ingreso trámite;Fracciones Artº5;Tipo de negocio;Tipo de negocio;;Nº expediente;Estado de ocupación;Moneda;Precio total;Superficie total(ha);Superficie CONEAT 100 (ha);Mejoras que incluye;Forma de entrega;Forma y plazo pago;Multa por incumplimiento;Padrones
Por Art. 35º;NO;21/02/2025;;Compraventa;Compraventa;;2025-70-1-00223;Libre;U$S;4500000;1616,0483;1276,6781;La operación comprende suelos y mejoras;Las partes se obligan a otorgar un compromismo de compraventa (libre de ocupantes) después del 20 de marzo del presente año y antes del 20 de abril del mismo, una vez obtenida toda la documentación necesaria.;a) U$S 3.000.000 al momento del compromiso de la compraventa. La escribana autorizante, en su calidad de depositaria, retendrá la suma de U$S 300.000 hasta la entrega de los distintos oficios decretando el levantamiento de los embargos inscriptos en forma definitiva y su correspondiente liquidación.b) U$S 1.500.000 al momento de la compraventa definitiva, al año de haberse ;U$S 450000;Florida-> Rural: 1922
Por Art. 35º;NO;19/02/2025;;Compraventa;Compraventa;;2025-70-1-00210;Libre;U$S;791757;177,923;201,053;Suelos y mejoras;En un plazo de 60 días a contar de la firma del boleto de reserva, libre de ocupantes.;Simultáneamente con el otorgamiento de la escritura de compraventa, dentro del plazo amparado en el boleto de reserva.;U$S 89000;Canelones-> Rural: 72990
Por Art. 35º;NO;17/02/2025;;Enajenación forzosa;;;2024-70-1-02050;Ocupado;U$S;1671673;562,4121;475,2559;No se especifíca;Se desconoce el estado ocupacional de todos los bienes;20 días corridos a contar del día hábil siguiente al de la notificación del auto aprobatorio del remate.;No se estipula;Florida-> Rural: 7076-1487-5783 San José-> Rural: 1314-1312
Directo;NO;13/02/2025;;Compraventa;Compraventa;;2025-70-1-00184;Libre;U$S;652758;261,103;0;;Libre de ocupantes. El campo se entregaría de forma inmediata.;100% pago contado contra escritura de compraventa;10% del importe total del negocio (U$S 65.276);Paysandú-> Rural: 9317
Por Art. 35º;NO;05/02/2025;;Compraventa;Compraventa;;2025-70-1-00145;Libre;U$S;2799553;872,9506;468,9283;La operación comprende suelos y mejoras;La posesión de las referidas fracciones de campo se entregarán a la parte futura adquiriente simultáneamente con la suscripción de la compraventa, el 15 de octubre de 2025, libre de ocupantes.;1) U$S 839.865,75 simultáneamente al otorgamiento del compromiso de compraventa a otorgarse dentro del plazo de 60 días a contar del 28/01/25.2) U$S 1.959.686,80 conjuntamente con el otrogamiento de la compraventa y entrega de posesión de los Inmuebles.;U$S 279,955,50;Maldonado-> Rural: 31410-31411-1052
Por Art. 35º;NO;03/02/2025;;Compraventa;Compraventa;;2024-70-1-01338;Ocupado;U$S;802000;106,3856;103,07;Suelos y mejoras;Arrendado a los compradores ;La mitad se abonará contra la firma de la compraventa (30/03/25) el saldo restante en el plazo de 5 años estableciendo un interes anual del 6% y un interés moratorio del 12% anual.;U$S 120.000;Canelones-> Rural: 13788-13795-25491-13789
Por Art. 35º;NO;31/01/2025;;Compraventa;Compraventa;;2025-70-1-00127;Ocupado;U$S;1025000;146,5267;107,36;Suelos y mejoras;Ocupados por el señor Viktor Riemer desde el 22/08/22;El pago se efectuara al momento de la notificación por parte del INC a los propietarios o de la aceptación de la oferta.;U$S 525.000;Canelones-> Rural: 17631-6179
Por Art. 35º;NO;31/01/2025;;Compraventa;Compraventa;;2025-70-1-00132;Libre;U$S;3000000;687,6828;723,7216;Suelos y mejoras;Libre de ocupantes;Al contado en una sola partida simultáneamente con el otorgamiento de la compraventa en un plazo máximo de 75 días a contar del 16/01/25;U$S 300.000;Durazno-> Rural: 9262-9265
Por Art. 35º;NO;31/01/2025;;Compraventa;Compraventa;;2025-70-1-00130;Ocupado;U$S;623500;1100,6039;722,3434;El negocio comprende suelos y mejoras;La posesión de los bienes le fueron entregados al promitente comprador libre de ocupantes a cualquier título, al momento de la suscripción del compromiso de compraventa, ocupandolos actualmente (salvo 364 ha del padrón 6771, 4530, 11392 y 7395 que los explota AFABEL S.A);Se abonaron con anterioridad al compromiso de compravemta (se otorgó carta de pago por el total del precio);U$S 1000;Cerro Largo-> Rural: 1441-4530-6771-11392-1413
Por Art. 35º;NO;30/01/2025;;Compraventa;Compraventa;;2025-70-1-00123;Ocupado;U$S;22487850;5841,6004;4265;Suelos y mejoras;Libre de gravámenes y ocupantes (a la fecha se encuentran arrendados por un plazo de 2 años a contar del 01/09/24, pero se acordó por contrato que en caso de venta de los inmuebles los mismos se rescinden);En forma simultánea al otorgamiento de la escritura de compraventa y entrega de los bienes;U$S 2.253.000;Treinta y Tres-> Rural: 6621-11023-4983-6992-1959-230-4394-6775-11025-5506-11022-3416-5817-229-7494-1966
Por Art. 35º;NO;29/01/2025;;Compraventa;Compraventa;;2025-70-1-00114;Parcialmente ocupado;U$S;2100000;614,9644;524,4893;Suelos y mejoras;Libre de ocupantes al 28/02/25  (con excepción de una fracción de 45 ha ocupada por el señor Juan Lamarca con acuerdo de entrega como máximo al momento del otorgamiento del compromiso proyectado);- U$S 1.050.000 al momento de la promesa de compraventa a celebrarse dentro del plazo de 90 días a partir del 30/11/24 (plazo hasta el 28/02/25)- saldo restante de  U$S 1.050.000 al momento de la firma de la escritura de compraventa, a celebrarse al año del compromiso;U$S 210.000;Paysandú-> Rural: 1124-1285-1120-2426-1125
Por Art. 35º;NO;24/01/2025;;Compraventa;;;2023-70-1-02299;Ocupado;U$S;780000;156,0496;202,8645;Comprende suelos y mejoras;El bien se encuentra arrendado a favor del futuro comprador por un plazo que vence el 06/12/2023;a) U$S 390.000 con la promesa de compraventa b) U$S 390.000 con la escritura definitiva;U$S 390.000;Florida-> Rural: 4608
Por Art. 35º;NO;23/01/2025;;Compraventa;Compraventa;;2025-70-1-00096;Ocupado;U$S;7400425;1942,369;2027;Suelos y mejoras;Libre de ocupantes (existe un contrato de arrendamiento con plazo vencido de 5 años desde el 24/08/16 en favor de la empresa Las Teresas Sociedad Ganadera);Simultáneamente con el otorgamiento de la compraventa de los inmuebles y entrega de los mismos ;U$S 740.000;Río Negro-> Rural: 914-913-3310-866
Por Art. 35º;NO;23/01/2025;;Compraventa;Compraventa;;2024-70-1-02106;Libre;U$S;5001750;505,4307;1485,2263;Suelos y mejoras;Se entrega el día de la firma de la Escritura definitiva, libre de obligaciones, gravámenes, afectaciones de cualquier naturaleza, expropiaciones y ocupantes a cualquier título.;En una única partida, conjuntamente con el otorgamiento de la escritura de compraventa;U$S 498.000  (U$S 450.000 por el padrón 12304 y  U$S 48.000 por el padrón 5250);Soriano-> Rural: 12304-5250
Por Art. 5º;NO;17/01/2025;Colonia 19 de Abril, inmueble nº1, fracción 28A;Compraventa;Compraventa;;2025-70-1-00069;Ocupado;U$S;117500;21,0561;12,6336;Suelos y mejoras;Libre de ocupantes y cosas simultáneamente al otorgamiento de la escritura de compraventa;Al contado al momento de la compraventa;U$S 11.750;Paysandú-> Rural: 6701
Por Art. 35º;NO;17/01/2025;;Compraventa;Compraventa;;2025-70-1-00070;Libre;U$S;1640000;565,9576;540,3;Suelos y mejoras;Libre, y conjuntamente con la escritura de compraventa;- Con un solar de terreno con casa ubicado en la 3era Secc. Catastral de Maldonado (padron 17381 con 915 metros)- Con 2 solares de terreno baldíos linderos al anterior (padron 8917 y 8918 cada uno con 510 metros)El valor de los 3 terrenos se estiman en U$S 500.000- Con la entrega de :;U$S 164.000;Artigas-> Rural: 4867-4866
Por Art. 35º;NO;17/01/2025;;Compraventa;Compraventa;;2025-70-1-00071;Libre;U$S;2914962;242,9135;388,118;Suelos y mejoras; Libre de ocupantes al momento de suscribirse la escritura de compraventa;1) U$S 914.962,37 el 30/03/25 en simultaneidad con la firma del compromiso de compraventa2) U$S 1.000.000 el 31/05/253) U$S 1.000.000 el 30/06/25  en simultaneidad con la firma de la escritura de compraventa;U$S 300.000;Colonia-> Rural: 18506-8899-16357-16356-16355
Por Art. 35º;NO;15/01/2025;;Compraventa;Compraventa;;2025-70-1-00056;Ocupado;U$S;2439857;431,8332;695,251;Suelos y mejoras;Ocupado con contrato de aparcería con Cromera S.R.L. hasta el 01/06/25;Al contado al momento de la escritura de compraventa;U$S 250.000;Durazno-> Rural: 12483
Por Art. 35º;NO;07/01/2025;;Compraventa;Compraventa;;2025-70-1-00022;Libre;U$S;3953403;416,1477;578,4453;La operación comprende suelos y mejoras;El inmueble se entregará simultáneamente con la firma del compromiso de compraventa proyectado, en su actual estado de conservación, libre de ocupantes.;a) U$S 1976701 se abonará simultáneamente con el otorgamiento del compromiso de compraventa.b) U$S 1976702 se abonará en forma simultánea al otorgamiento de la escritura de compraventa.;U$S 395200;Colonia-> Rural: 4342
Por Art. 5º;NO;07/01/2025;2DA. SECC. CAT. DE SALTO - COLONIA OSIMANI Y LLERENA. INM. 24. FRAC. 17.;Compraventa;Compraventa;;2025-70-1-00025;Libre;U$S;200000;10;5,5;No existen mejoras;La posesión del bien se entregará al momento de otorgarse la promesa de compraventa, libre de ocupantes a cualquier título.;a) U$S 40000 al momento de otorgarse la Promesa de Compraventa.b) U$S 60000 en 42 cuotas sin intereses, las 41 primeras de U$S 1420 c/u y la última de U$S 1780, venciendo la primera a los 30 días de otorgada la promesa y así sucesivamente.;U$S 10000;Salto-> Rural: 13966-13967
Por Art. 35º;NO;02/01/2025;;Liquidación de sociedad;Liquidación de sociedad;;2025-70-1-00016;Libre;U$S;4944000;3298;1464,08;La operación comprende suelos y mejoras.;Los inmuebles se entregarán dentro del plazo de 120 días sigueintes a la firma del boleto de reserva (16 de diciembre de 2024), libre de ocupantes.;a) Seña equivalente a U$S 988800 b) U$S 3955200 dentro de los 120 días siguientes a la firma del presente.;20% del precio;Tacuarembó-> Rural: 10238-10236-10234-10240-10237-10235
Por Art. 35º;NO;26/12/2024;;Compraventa;Compraventa;;2024-70-1-00653;Libre;U$S;3995704;1175,2119;850,5399;Suelos y mejoras;Conjuntamente con la escrituración y libre de obligaciones, interdicciones, grávemenes, garantías reales y de ocupantes a cualquier título.;Se abonarán al contado y en su totalidad simultáneamente con el otorgamiento de la escritura de compraventa.;U$S 400.000;Rivera-> Rural: 1436 Tacuarembó-> Rural: 11561-1506
Por Art. 35º;NO;26/12/2024;;Compraventa;Compraventa;;2024-70-1-02140;Libre;U$S;3841016;1066,949;1098,9575;La operación comprende suelos y mejoras.;Se entregan al momento de otorgarse la compraventa definitiva, libre de obligaciones, interdicciones, gravámenes y ocupantes a cualquier titulo.;En su totalidad simultáneamente con el otorgamiento de la compraventa y entrega de los inmuebles (plazo de 60 días);U$S 384.102 ;Rocha-> Rural: 53155-53154-53153
Por Art. 35º;NO;23/12/2024;;Compraventa;Compraventa;;2024-70-1-02124;Ocupado;U$S;10500000;2952,1015;1612,7588;Suelos y mejoras ;- 2620 ha 1015 mc arrendados hasta el 01/11/25- padrón 16.193 arrendado hasta 30/06/25La posesión de los inmuebles será entregada al finalizar los contratos de arrendamiento;- el equivalente en dólares estadounidenses a 30.000.000 de reales, al contado al momento del otorgamiento del compromiso de compraventa (tipo de cambio vigente a ese entonces)- saldo restante al momento del otorgamiento de la compraventa definitiva;U$S 1.050.000;Tacuarembó-> Rural: 16192-16314-16193-16316-16313
Por Art. 35º;NO;23/12/2024;;Compraventa;Compraventa;;2024-70-1-02130;Libre;U$S;2787485;844,6924;569,44;La operación comprende suelos y mejoras.;Se entregarán libres de ocupantes, salvo un pastoreo gratuito sobre toda la superficie de los padrones y comodato sobre las casas e instalaciones a favor de las sociedades Cendezul S.A y Lagopal SenC, y su personal, por el plazo de 11 meses a contar del 17/12/24.;Al contado;U$S 50000;Lavalleja-> Rural: 7620-9362-2783
Por Art. 35º;NO;23/12/2024;;Compraventa;Compraventa;;2024-70-1-02129;Libre;U$S;1536065;519,61;654,71;Suelos y mejoras;Libre de ocupantes dentro del plazo máximo de 6 meses a contar de la firma del boleto de reserva;Al contado en una sola partida dentro del plazo máximo de 6 meses a contar desde el 29/11/24;U$S 153.607;Salto-> Rural: 4573
Por Art. 5º;NO;19/12/2024;COLONIA ITALIA. INM. Nº19. FRAC. 103A1. 6TA SEC. CAT. DE SAN JOSÉ;Compraventa;Compraventa;;2024-70-1-02114;Libre;U$S;35000;3,3435;5,98;La operación comprende suelos y mejoras.;Se entregará libre de ocupantes.;a) U$S 3000 se abonaron en la reservab) U$S 7000 en la promesac) 22 cuotas mensuales, iguales y consecutivas de U$S 100 c/u (venciendo la primera a los 30 días de la promesa).d) 15 cuotas mensuales, iguales y consecutivas de U$S 1500 c/u (venciendo la vez finalizado el saldo antes mencionado);Se pactó una multa por incumplimiento del 10% del precio acordado.;San José-> Rural: 20056
Por Art. 35º;NO;18/12/2024;;Compraventa;Compraventa;;2024-70-1-02106;Libre;U$S;4533750;465,5882;642,5117;Suelos y mejoras ;Se entrega el día de la firma de la Escritura definitiva, libre de obligaciones, gravámenes, afectaciones de cualquier naturaleza, expropiaciones y ocupantes a cualquier título.;En una unica partida, conjuntamente con el otorgamiento de la escritura de compraventa; U$S 450.000  ;Soriano-> Rural: 12304
Por Art. 35º;NO;17/12/2024;;Compraventa;Compraventa;;2024-70-1-02090;Libre;U$S;3523000;542,1893;602,7274;Suelos y mejoras;Dentro de 120 días a partir del 21/11/24 libre de ocupantes a cualquier título;En un solo acto contra la firma de la compraventa y entrega de posesión del inmueble;U$S 352.300;Lavalleja-> Rural: 8558-3672-3690-3670-8556-3671
Por Art. 35º;NO;11/12/2024;;Compraventa;Compraventa;;2024-70-1-02064;Ocupado;U$S;2614028;653,7322;574,9297;Suelos y mejoras;Conjuntamente con el otorgamiento de la compraventa definitiva, arrendados a favor de Filati S.R.L. con contrato vencido ;Los futuros adquirientes abonarán al momento de otorgar la escritura de compraventa definitiva de la siguiente forma: Adriana Gonzalez U$S 1.378.394,80 y Fabiano Gonzalez U$S 1.236.534;U$S 127.000 (por los padrones 17.052, 17.053, 17.054 y 17.055) y  U$S 139.338 (por el padron 9181);Tacuarembó-> Rural: 17054-17052-17055-17053-9181
Por Art. 35º;NO;09/12/2024;;Compraventa;Compraventa;;2024-70-1-02048;Parcialmente ocupado;U$S;3956668;989,167;714,3662;La operación comprende suelos y mejoras.;Los bienes serán entregados con la suscripción de la compraventa definitiva. El padrón 69005 se encuentra arrendado por un plazo de 3 años a partir del 01/05/22. El padrón 68155 se entregará libre de ocupantes;Se abonará en su totalidad al momento de la escritura de compraventa definitiva, para la cual se estableció el plazo para su otorgamiento de 90 días a contar del 20/11/2024.;U$S 395.000;Rocha-> Rural: 69005-68155
Por Art. 35º;NO;04/12/2024;;Compraventa;Compraventa;;2024-70-1-02030;Parcialmente ocupado;U$S;3614077;602,346;787,0912;Suelos y mejoras;Arrendado parcialmente (67,54 ha) desde el 26/07/23 y por un plazo maximo de 13 años (hasta finalizar el ciclo forestal);Al contado al momento de la firma de la compraventa siendo el plazo maximo el 28/2/25;U$S 359.356;Durazno-> Rural: 535-543-538-539-2883-6093-537-6162-531-541-544-6160-6163
Por Art. 35º;NO;04/12/2024;;Compraventa;Compraventa;;2024-70-1-02031;Parcialmente ocupado;U$S;7037107;991,1418;1181,2462;Suelos y mejoras;Libre de ocupantes a cualquier título a excepción de:-21 ha (parte de los padrones 9286 y 9288), arrendadas con plazo máximo 31/08/43- 41 ha (parte del padron 9287), arrendadas plazo máximo 31/08/43-482 ha (parte de los padrones 1492, 9282, 1515,9289, 9286, 11279 y 11278), arrendadas plazo máximo 31/08/25;- U$S 6.637.107 simultáneamente con el otorgamiento de la escritura de compraventa- U$S 400.000 en un plazo máximo de 2 años a contar desde el otorgamiento de dicha escritura; U$S 703.710;Durazno-> Rural: 9288-9286-1515-11279-9289-9287-9282-1492-11278
Por Art. 5º;NO;03/12/2024;COLONIA AGRACIADA. INM. 9P FRAC. 133A.;Compraventa;Compraventa;;2024-70-1-02016;Libre;U$S;400000;58,944;120,8352;La operación comprende suelos y mejoras.;Libre de ocupantes, semovientes, maquinarias y pertenencias personales de cualquier tipo.;Única partida simultáneamente con la suscripción de la escritura de compraventa.;U$S 40.000;Soriano-> Rural: 4131
Por Art. 5º;NO;02/12/2024;Padrón 7810 Soriano, Colonia La Concordia, inmueble nº22, fracción 46B;Donación;Donación;;2024-70-1-02002;Ocupado;U$S;194873;6,324;11,5113;Suelos y mejoras;Ocupado en un Plazo de 30 días;Donación gratuita;No se estipuló;Soriano-> Rural: 7810
Directo;NO;02/12/2024;;Compraventa;Compraventa;;2024-70-1-02001;;U$S;5036500;1439;0;suelos y mejoras;No se especifica;Conjuntamente con la firma de la compraventa;No se estipuló;Treinta y Tres-> Rural: 473-490-9905-474-5197
